Ind,Exercise,Difficulty_Level,Target_Muscle_Group,Prime_Mover_Muscle,Primary_Equipment ,Secondary_Items,Posture,Single_or_Double_Arm,Continuous_or_Alternating_Arms,Grip,Load_Position_Ending,Continuous_or_Alternating_Legs ,Foot_Elevation,Combination_Exercises,Body_Region,Force_Type,Laterality,Primary_Exercise_Classification
429,Tire Sledge Hammer Staggered Stance Slam,Novice,Abdominals,Obliques,Tire,1,Staggered Stance,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Other,Bilateral,Ballistics
430,Tire Macebell Staggered Stance Slam,Novice,Abdominals,Obliques,Tire,1,Staggered Stance,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Other,Bilateral,Ballistics
431,Barbell Hang Power Clean,Intermediate,Glutes,Gluteus Maximus,Barbell,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Bilateral,Olympic Weightlifting
432,Landmine Goblet Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Landmine,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
433,Landmine Low Hold Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Landmine,0,Standing,Double Arm,Continuous,Neutral,Low Hold,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
434,Bodyweight Push Up,Novice,Chest,Pectoralis Major,Bodyweight,0,Prone,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Calisthenics
435,Barbell Close Grip Incline Bench Press,Novice,Triceps,Triceps Brachii,Barbell,1,Seated,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
436,Barbell Close Grip Decline Bench Press,Novice,Triceps,Triceps Brachii,Barbell,1,Supine,Double Arm,Continuous,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
437,Double Dumbbell Push Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
438,Single Arm Dumbbell Push Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
439,Alternating Double Dumbbell Push Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Double Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
440,Single Arm Kettlebell Bottoms Up Push Jerk,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
441,Cable Rope Tall Kneeling Overhead Tricep Extension,Novice,Triceps,Triceps Brachii ,Cable,0,Tall Kneeling,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
442,Alternating Double Kettlebell Push Jerk,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Double Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
443,Double Dumbbell Push Jerk,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Unsorted*
444,Alternating Double Kettlebell Overhead Press,Novice,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Double Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
445,Single Arm Dumbbell Push Jerk,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
446,Alternating Double Dumbbell Push Jerk,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Standing,Double Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
447,Double Plate Seated Lu Raise,Novice,Shoulders,Infraspinatus,Weight Plate,1,Seated,Double Arm,Continuous,Other,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Unsorted*,Bilateral,Mobility
448,Double Kettlebell Bottoms Up Floor Press,Novice,Chest,Pectoralis Major,Kettlebell,0,Supine,Double Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
449,Alternating Double Kettlebell Bottoms Up Floor Press,Novice,Chest,Pectoralis Major,Kettlebell,0,Supine,Double Arm,Alternating,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
450,Single Arm Kettlebell Bottoms Up Floor Press,Novice,Chest,Pectoralis Major,Kettlebell,0,Supine,Single Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
451,Trap Bar Bent Over Row,Novice,Back,Latissimus Dorsi,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
452,Trap Bar Pendlay Row,Novice,Back,Latissimus Dorsi,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
453,Trap Bar Shrug,Novice,Trapezius,Upper Trapezius,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
454,Bodyweight Tuck L Sit,Advanced,Abdominals,Rectus Abdominis,Bodyweight,0,Tuck L Sit,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Calisthenics
455,Parallette Straddle L Sit,Advanced,Abdominals,Rectus Abdominis,Parallette Bars,0,L Sit,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Calisthenics
456,Ring Turned Out L Sit,Expert,Abdominals,Rectus Abdominis,Gymnastic Rings,0,L Sit,Double Arm,Continuous,Supinated,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Calisthenics
457,Battle Rope Power Slam,Novice,Abdominals,Rectus Abdominis,Battle Ropes,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Other,Bilateral,Unsorted*
458,Bodyweight Manna ,Grand Master,Abdominals,Rectus Abdominis,Bodyweight,0,Other,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Unsorted*,Bilateral,Unsorted*
459,Ring Tuck Back Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
460,Ring Advanced Tuck Back Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
461,Ring Straddle Back Lever,Expert,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
462,Ring Half Lay Back Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
463,Ring Single Leg Out Back Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Unilateral,Calisthenics
464,Ring Full Back Lever,Expert,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
465,Trap Bar Floor Press,Novice,Chest,Pectoralis Major,Trap Bar,0,Supine,Double Arm,Continuous,Neutral,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
466,Trap Bar Overhead Press,Novice,Shoulders,Anterior Deltoids,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
467,Ring Handstand Lower to Back Lever,Master,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Inverted,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Combo Exercise,Unsorted*,Unsorted*,Bilateral,Calisthenics
468,Ring Tuck Front Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
469,Ring Advanced Tuck Front Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
470,Ring Straddle Front Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
471,Ring Half Lay Front Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
472,Ring Single Leg Out Front Lever,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Unilateral,Calisthenics
473,Ring Full Front Lever,Expert,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
474,Ring Front Lever Pull to Inverted Hang,Expert,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Combo Exercise,Unsorted*,Other,Bilateral,Calisthenics
475,Ring Inverted Hang,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
476,Single Arm Barbell Kneeling Rollout,Expert,Abdominals,Rectus Abdominis,Barbell,0,Kneeling,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Midsection,Other,Unilateral,Unsorted*
477,Single Arm Barbell Standing Rollout,Master,Abdominals,Rectus Abdominis,Barbell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Midsection,Other,Unilateral,Unsorted*
478,Ring Circle Front Lever,Expert,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Calisthenics
479,Trap Bar Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Trap Bar,0,Tall Kneeling,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
480,Trap Bar Bench Press,Novice,Chest,Pectoralis Major,Trap Bar,1,Supine,Double Arm,Continuous,Neutral,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
481,Alternating Double Dumbbell Z Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Seated Floor,Double Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
482,Single Arm Dumbbell Half Kneeling Ipsilateral Overhead Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Half Kneeling,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Ipsilateral,Bodybuilding
483,Double Dumbbell Half Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Half Kneeling,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
484,Double Dumbbell Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Tall Kneeling,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
485,Alternating Double Dumbbell Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Tall Kneeling,Double Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
486,Alternating Double Dumbbell Half Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Half Kneeling,Double Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
487,Single Arm Dumbbell Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Dumbbell,0,Tall Kneeling,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
488,Double Plate Incline Bench Prone Y Raise,Novice,Shoulders,Posterior Deltoids,Weight Plate,1,Prone,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Postural
489,Single Arm Kettlebell Pendlay Row,Novice,Back,Latissimus Dorsi,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
490,Barbell Floor Press,Novice,Chest,Pectoralis Major,Barbell,0,Supine,Double Arm,Continuous,Neutral,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
491,Ring Plank,Novice,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Calisthenics
492,Single Arm Ring Plank,Intermediate,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Prone,Single Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Unilateral,Calisthenics
493,Battle Rope Alternating Outward Circle,Novice,Shoulders,Anterior Deltoids,Battle Ropes,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Other,Unilateral,Unsorted*
494,Battle Rope Alternating Inward Circle,Novice,Shoulders,Anterior Deltoids,Battle Ropes,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Other,Unilateral,Unsorted*
495,Ring Support Hold,Advanced,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Hanging,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
496,Ring Side Plank,Advanced,Abdominals,Obliques,Gymnastic Rings,0,Side Plank,Single Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Unilateral,Calisthenics
497,Barbell Reverse Grip Bent Over Row,Novice,Back,Latissimus Dorsi,Barbell,0,Standing,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
498,Macebell Offset Bent Over Row,Novice,Back,Latissimus Dorsi,Macebell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
499,Macebell Reverse Grip Offset Bent Over Row,Novice,Back,Latissimus Dorsi,Macebell,0,Standing,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
500,Alternating Single Arm Kettlebell Pendlay Row,Novice,Back,Latissimus Dorsi,Kettlebell,0,Standing,Single Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
501,Bodyweight Hollow Body Rock ,Intermediate,Abdominals,Rectus Abdominis,Bodyweight,0,Supine,Double Arm,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Unsorted*
502,Single Arm Dumbbell Power Snatch,Intermediate,Glutes,Gluteus Maximus,Dumbbell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Unsorted*
503,Alternating Single Arm Dumbbell Power Snatch,Intermediate,Glutes,Gluteus Maximus,Dumbbell,0,Standing,Single Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Unsorted*
504,Single Arm Dumbbell Squat Snatch,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Unsorted*
505,Alternating Single Arm Dumbbell Squat Snatch,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Alternating,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Unsorted*
506,Single Arm Cable Single Leg Romanian Deadlift,Intermediate,Hamstrings,Biceps Femoris,Cable,0,Single Leg Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Lower Body,Pull,Unilateral,Bodybuilding
507,Double Kettlebell Suitcase Cyclist Squat,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,Heels Elevated,Single Exercise,Lower Body,Push,Bilateral,Bodybuilding
508,Single Arm Kettlebell Suitcase Cyclist Squat,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,Heels Elevated,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
509,Double Kettlebell Front Rack Step Up,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,1,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
510,Double Kettlebell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,Kettlebell,1,Prone,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
511,Single Arm Dumbbell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,Dumbbell,1,Prone,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
512,Single Arm Dumbbell Spider Curl,Novice,Biceps,Biceps Brachii,Dumbbell,1,Prone,Single Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
513,Double Kettlebell Spider Curl,Novice,Biceps,Biceps Brachii,Kettlebell,1,Prone,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
514,Double Kettlebell Bottoms Up Incline Bench Press,Novice,Chest,Pectoralis Major,Kettlebell,1,Supine,Double Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
